short,географическое распростонение,"Длина
",Ширина,leaf_ind,Площадь,curvtop,curvbasis,Длина контура,circularity,pwid,BIO 1,BIO 2,BIO3,BIO 4,BIO 5,BIO 6,BIO 7,BIO 8,BIO 9,BIO 10,BIO 11,BIO 12,BIO 13,BIO 14,BIO 15,BIO 16,BIO 17,BIO 18,BIO 19
hasan_S,континентальное,"4,2719","2,0756","0,4859","5,9014","9,6882","8,1856","9,8513","3,8785","0,0223","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"5,6819","2,4722","0,4351","9,0024","12,7982","3,5477","12,7128","5,386","-0,005","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"5,1891","2,4314","0,4686","8,185","12,3984","3,265","11,7925","4,4237","0,0629","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"3,5419","1,4177","0,4003","3,3358","4,8515","4,2462","7,8638","5,9716","0,0097","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"2,7421","1,2598","0,4594","2,4599","3,0697","3,5155","6,319","3,6658","0,0534","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"2,5396","1,0661","0,4198","1,8459","3,8352","5,0255","5,7017","5,0458","0,0316","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"2,4703","1,1362","0,4599","1,9406","3,9946","3,3413","5,6624","3,9555","0,0324","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"3,0637","1,1342","0,3702","2,5485","3,4962","1,0581","6,8123","5,6434","-0,0378","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"3,6486","1,362","0,3733","3,4703","3,1239","2,1255","8,0758","6,2266","-0,0843","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"3,5714","1,3351","0,3738","3,348","3,5229","4,9275","7,8865","6,011","0,0069","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"3,6381","1,3174","0,3621","3,4222","3,1655","3,051","8,01","6,182","-0,0578","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"3,1917","1,2509","0,3919","2,6997","8,8446","2,8775","7,0938","6,0738","-0,0857","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"3,0889","1,1953","0,387","2,5633","2,7109","3,9465","6,844","5,7068","-0,0432","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"2,9601","1,2818","0,433","2,5791","5,7826","4,006","6,6828","4,7498","0,0062","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"5,9611","2,7195","0,4562","10,8078","3,6823","10,9052","13,5457","4,4109","0,0865","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"6,404","2,5805","0,403","10,9161","12,426","9,7185","14,1849","5,8661","0,0234","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"6,8716","2,6637","0,3876","12,142","4,7823","3,0308","15,1351","6,2997","-0,005","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"5,8514","2,381","0,4069","9,2486","6,2356","3,7896","13,0536","5,8576","-0,021","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"5,2445","2,204","0,4203","7,548","4,4301","10,3559","11,7417","5,6991","0,0208","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"5,5879","2,4228","0,4336","9,0669","5,6542","5,3779","12,5404","4,778","0,0174","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"5,4707","2,5975","0,4748","9,039","8,7922","3,7737","12,4028","4,452","0,0294","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"5,2897","2,3102","0,4367","8,1445","3,2057","7,2434","11,9714","5,0303","0,0546","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
hasan_S,континентальное,"6,8743","2,8009","0,4074","12,6119","6,5107","7,689","15,2314","5,8287","0,0155","4,7","8,07",2,"1079,77","23,4","-16,1","39,5","17,83","-10,16","17,83","-10,16","747,88","139,92","16,5","62,35","352,04","58,08","352,04","58,08"
partizan,континентальное,"3,0787","1,5062","0,4892","3,1108","4,4904","10,0326","7,0967","3,6237","-0,0126","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"3,2053","1,4219","0,4436","3,1683","5,0632","5,1835","7,2659","4,0966","-0,0213","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"3,1465","1,2842","0,4081","2,7755","7,3871","10,9133","7,0333","5,2565","-0,0556","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"2,6347","1,1223","0,426","2,0026","2,9193","10,025","5,9527","5,1277","0,0775","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"4,212","1,692","0,4017","4,7386","8,8381","8,3988","9,3431","5,8555","-0,0111","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"4,6144","1,6259","0,3523","5,0262","17,374","4,913","10,0386","7,4833","-0,0408","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"2,7636","1,0141","0,367","1,9478","10,442","2,665","6,0873","6,4576","-0,0549","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"3,5998","1,2816","0,356","3,2078","6,0638","4,7061","7,9056","6,9167","-0,0766","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"3,1381","1,1366","0,3622","2,4026","8,3928","4,2146","6,8483","6,9537","-0,0977","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"4,452","1,9537","0,4388","5,9796","4,1454","9,9888","10,0832","4,4364","0,0419","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"4,3878","1,518","0,346","4,5109","3,0032","4,0923","9,5537","7,6673","0,0295","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"3,8361","1,5213","0,3966","4,0854","2,8048","4,3649","8,6048","5,5573","0,0523","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"4,3747","1,5423","0,3526","4,9032","6,4135","2,5866","9,6303","6,3485","-0,0472","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"2,8389","1,2335","0,4345","2,6219","2,3597","2,4798","6,5795","3,9447","0,0631","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"4,3558","1,7419","0,3999","5,246","3,1793","5,7522","9,7397","5,5164","0,0089","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"3,2656","1,495","0,4578","3,4909","2,5029","7,6231","7,5411","3,7238","0,0227","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"3,8451","1,5378","0,3999","4,1131","2,4595","8,4547","8,5944","5,3918","-0,0188","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"4,6379","1,9854","0,4281","6,5671","3,8938","2,5738","10,521","4,289","-0,0425","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
partizan,континентальное,"3,8916","1,5231","0,3914","4,2789","4,7119","3,3101","8,692","5,0902","0,0944","5,95","8,43","2,1","1066,43","24,59","-14,85","39,44","19,05","-8,65","19,05","-8,65","728,18","152,18",10,74,"377,94",38,"377,94",38
ussur,континентальное,"6,6898","2,481","0,3709","11,3229","3,2931","3,764","14,7512","6,6511","-0,0394","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"6,157","2,5422","0,4129","10,9281","5,7317","3,3379","13,7958","4,8496","-0,0379","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"4,3247","1,27","0,2937","3,829","4,7431","3,6596","9,2462","9,7616","0,0024","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"4,3094","1,5147","0,3515","4,4401","4,4009","5,746","9,4002","7,3349","-0,007","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"4,7094","1,6882","0,3585","5,4244","4,0302","5,3293","10,2929","6,9644","-0,0276","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"4,083","1,4347","0,3514","4,1167","7,3625","1,3811","8,9768","7,0084","0,0266","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"4,8903","1,7738","0,3627","6,0079","9,0953","1,3507","10,7306","6,5994","-0,0514","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"5,7511","1,894","0,3293","7,592","6,7378","2,9508","12,4781","7,9426","-0,0568","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"5,01","2,2553","0,4502","7,7853","4,793","1,9706","11,4136","4,1665","0,0013","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"2,9562","1,2045","0,4074","2,4985","3,4878","4,8046","6,6454","5,1091","0,0369","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"2,7707","0,9541","0,3444","1,862","6,2746","2,8371","6,0663","7,1975","0,039","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,5509","1,6058","0,4522","4,1176","2,1181","0,7769","8,1906","3,7259","0,012","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,3939","1,4249","0,4198","3,4491","2,0874","8,7446","7,7144","4,6883","0,0726","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"5,2368","1,9964","0,3812","7,4749","2,9629","9,4512","11,6571","5,6128","-0,0305","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,7776","1,5893","0,4207","4,2779","2,645","7,0606","8,5769","4,6297","-0,1098","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,0874","1,34","0,434","2,9335","4,9098","1,8174","7,0298","4,2796","-0,0868","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,5426","1,6568","0,4677","4,2356","2,749","6,3277","8,2393","3,4609","-0,0159","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,7802","1,5739","0,4163","4,1308","5,1556","4,4037","8,4814","4,8477","-0,0146","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"4,1621","1,4783","0,3552","4,5181","2,248","1,3507","9,2107","6,2106","-0,0384","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"3,8535","1,5348","0,3983","4,3445","3,5451","7,2529","8,6727","4,7463","-0,0134","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"6,3387","2,2162","0,3496","10,198","2,8182","1,7086","13,9798","6,5976","-0,0397","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"6,8551","2,5665","0,3744","12,8478","5,6372","3,783","15,2914","5,6334","-0,0104","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"5,6481","1,9941","0,3531","8,2245","2,7165","4,1939","12,4362","6,2384","0,0222","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"6,0843","2,248","0,3695","9,5213","5,1297","3,3035","13,4923","6,5533","0,0058","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
ussur,континентальное,"2,7893","1,0461","0,3751","2,0845","2,0706","0,5798","6,1716","5,706","-0,0474","2,49","10,05","2,36","1130,35","22,4","-19,61",42,"16,18","-12,79","16,18","-12,79","750,24","173,86","7,19","82,68","407,61","27,97","407,61","27,97"
